,Область,Год,Население,Unnamed: 0,index,ranks
181,Республика Казахстан ,2018,18181160,,308.8,182
182,Республика Казахстан ,2018,18204983,,310.6,183
183,Республика Казахстан ,2018,18228806,,312.4,184
184,Республика Казахстан ,2018,18252629,,314.2,185
185,Республика Казахстан ,2018,18276452,,316.0,186
186,Республика Казахстан ,2018,18300275,,317.8,187
187,Республика Казахстан ,2018,18324098,,319.6,188
188,Республика Казахстан ,2018,18347921,,321.4,189
189,Республика Казахстан ,2018,18371744,,323.2,190
189,СКО,2018,554923,,335.2,181
188,СКО,2018,555330,,333.4,182
187,СКО,2018,555737,,331.6,183
186,СКО,2018,556143,,329.8,184
185,СКО,2018,556550,,328.0,185
184,СКО,2018,556957,,326.2,186
183,СКО,2018,557363,,324.4,187
182,СКО,2018,557770,,322.6,188
181,СКО,2018,558177,,320.8,189
180,СКО,2018,558584,,319.0,190
180,Туркестанская,2018,1977028,,320.0,181
181,Туркестанская,2018,1977722,,321.8,182
182,Туркестанская,2018,1978416,,323.6,183
183,Туркестанская,2018,1979110,,325.4,184
184,Туркестанская,2018,1979804,,327.2,185
185,Туркестанская,2018,1980498,,329.0,186
186,Туркестанская,2018,1981192,,330.8,187
187,Туркестанская,2018,1981886,,332.6,188
188,Туркестанская,2018,1982580,,334.4,189
189,Туркестанская,2018,1983274,,336.2,190
10,Шымкент,2018,952169,,324.0,11
11,Шымкент,2018,957860,,325.8,12
12,Шымкент,2018,963552,,327.6,13
13,Шымкент,2018,969243,,329.4,14
14,Шымкент,2018,974935,,331.2,15
15,Шымкент,2018,980627,,333.0,16
16,Шымкент,2018,986318,,334.8,17
17,Шымкент,2018,992010,,336.6,18
18,Шымкент,2018,997701,,338.4,19
19,Шымкент,2018,1003393,,340.2,20
199,Акмолинская,2019,736920,,342.2,191
198,Акмолинская,2019,737105,,340.4,192
197,Акмолинская,2019,737290,,338.6,193
196,Акмолинская,2019,737475,,336.8,194
195,Акмолинская,2019,737661,,335.0,195
194,Акмолинская,2019,737846,,333.2,196
193,Акмолинская,2019,738031,,331.4,197
192,Акмолинская,2019,738216,,329.6,198
191,Акмолинская,2019,738401,,327.8,199
190,Акмолинская,2019,738587,,326.0,200
190,Актюбинская,2019,869637,,327.0,191
191,Актюбинская,2019,870838,,328.8,192
192,Актюбинская,2019,872039,,330.6,193
193,Актюбинская,2019,873241,,332.4,194
194,Актюбинская,2019,874442,,334.2,195
195,Актюбинская,2019,875644,,336.0,196
196,Актюбинская,2019,876845,,337.8,197
197,Актюбинская,2019,878046,,339.6,198
198,Актюбинская,2019,879248,,341.4,199
199,Актюбинская,2019,880449,,343.2,200
190,Алматинская,2019,2038935,,328.0,191
191,Алматинская,2019,2040613,,329.8,192
192,Алматинская,2019,2042292,,331.6,193
193,Алматинская,2019,2043971,,333.4,194
194,Алматинская,2019,2045650,,335.2,195
195,Алматинская,2019,2047329,,337.0,196
196,Алматинская,2019,2049008,,338.8,197
197,Алматинская,2019,2050687,,340.6,198
198,Алматинская,2019,2052366,,342.4,199
199,Алматинская,2019,2054045,,344.2,200
190,Алматы,2019,1854656,,341.0,191
191,Алматы,2019,1860872,,342.8,192
192,Алматы,2019,1867089,,344.6,193
193,Алматы,2019,1873305,,346.4,194
194,Алматы,2019,1879522,,348.2,195
195,Алматы,2019,1885739,,350.0,196
196,Алматы,2019,1891955,,351.8,197
197,Алматы,2019,1898172,,353.6,198
198,Алматы,2019,1904388,,355.4,199
199,Алматы,2019,1910605,,357.2,200
190,Астана,2019,1078384,,340.0,191
191,Астана,2019,1084161,,341.8,192
192,Астана,2019,1089938,,343.6,193
193,Астана,2019,1095715,,345.4,194
194,Астана,2019,1101492,,347.2,195
195,Астана,2019,1107270,,349.0,196
196,Астана,2019,1113047,,350.8,197
197,Астана,2019,1118824,,352.6,198
198,Астана,2019,1124601,,354.4,199
199,Астана,2019,1130378,,356.2,200
190,Атырауская,2019,633791,,329.0,191
191,Атырауская,2019,634939,,330.8,192
192,Атырауская,2019,636088,,332.6,193
193,Атырауская,2019,637237,,334.4,194
194,Атырауская,2019,638386,,336.2,195
195,Атырауская,2019,639535,,338.0,196
196,Атырауская,2019,640684,,339.8,197
197,Атырауская,2019,641833,,341.6,198
198,Атырауская,2019,642982,,343.4,199
199,Атырауская,2019,644131,,345.2,200
199,ВКО,2019,1370490,,355.2,191
198,ВКО,2019,1371383,,353.4,192
197,ВКО,2019,1372276,,351.6,193
196,ВКО,2019,1373169,,349.8,194
195,ВКО,2019,1374062,,348.0,195
194,ВКО,2019,1374955,,346.2,196
193,ВКО,2019,1375848,,344.4,197
192,ВКО,2019,1376741,,342.6,198
191,ВКО,2019,1377634,,340.8,199
190,ВКО,2019,1378527,,339.0,200
190,Жамбылская,2019,1125440,,331.0,191
191,Жамбылская,2019,1125905,,332.8,192
192,Жамбылская,2019,1126371,,334.6,193
193,Жамбылская,2019,1126837,,336.4,194
194,Жамбылская,2019,1127303,,338.2,195
195,Жамбылская,2019,1127769,,340.0,196
196,Жамбылская,2019,1128235,,341.8,197
197,Жамбылская,2019,1128701,,343.6,198
198,Жамбылская,2019,1129167,,345.4,199
199,Жамбылская,2019,1129633,,347.2,200
190,ЗКО,2019,652325,,330.0,191
191,ЗКО,2019,652776,,331.8,192
192,ЗКО,2019,653228,,333.6,193
193,ЗКО,2019,653680,,335.4,194
194,ЗКО,2019,654132,,337.2,195
195,ЗКО,2019,654584,,339.0,196
196,ЗКО,2019,655036,,340.8,197
197,ЗКО,2019,655488,,342.6,198
198,ЗКО,2019,655940,,344.4,199
199,ЗКО,2019,656392,,346.2,200
199,Карагандинская,2019,1377047,,348.2,191
198,Карагандинская,2019,1377212,,346.4,192
197,Карагандинская,2019,1377377,,344.6,193
196,Карагандинская,2019,1377542,,342.8,194
195,Карагандинская,2019,1377707,,341.0,195
194,Карагандинская,2019,1377872,,339.2,196
193,Карагандинская,2019,1378037,,337.4,197
192,Карагандинская,2019,1378202,,335.6,198
191,Карагандинская,2019,1378367,,333.8,199
190,Карагандинская,2019,1378532,,332.0,200
199,Костанайская,2019,868973,,349.2,191
198,Костанайская,2019,869398,,347.4,192
197,Костанайская,2019,869822,,345.6,193
196,Костанайская,2019,870247,,343.8,194
195,Костанайская,2019,870672,,342.0,195
194,Костанайская,2019,871096,,340.2,196
193,Костанайская,2019,871521,,338.4,197
192,Костанайская,2019,871945,,336.6,198
191,Костанайская,2019,872370,,334.8,199
190,Костанайская,2019,872795,,333.0,200
190,Кызылординская,2019,794335,,334.0,191
191,Кызылординская,2019,795254,,335.8,192
192,Кызылординская,2019,796174,,337.6,193
193,Кызылординская,2019,797093,,339.4,194
194,Кызылординская,2019,798013,,341.2,195
195,Кызылординская,2019,798933,,343.0,196
196,Кызылординская,2019,799852,,344.8,197
197,Кызылординская,2019,800772,,346.6,198
198,Кызылординская,2019,801691,,348.4,199
199,Кызылординская,2019,802611,,350.2,200
190,Мангистауская,2019,678199,,335.0,191
191,Мангистауская,2019,680258,,336.8,192
192,Мангистауская,2019,682318,,338.6,193
193,Мангистауская,2019,684378,,340.4,194
194,Мангистауская,2019,686437,,342.2,195
195,Мангистауская,2019,688497,,344.0,196
196,Мангистауская,2019,690557,,345.8,197
197,Мангистауская,2019,692616,,347.6,198
198,Мангистауская,2019,694676,,349.4,199
199,Мангистауская,2019,696736,,351.2,200
199,Павлодарская,2019,752337,,352.2,191
198,Павлодарская,2019,752505,,350.4,192
197,Павлодарская,2019,752674,,348.6,193
196,Павлодарская,2019,752842,,346.8,194
195,Павлодарская,2019,753011,,345.0,195
194,Павлодарская,2019,753179,,343.2,196
193,Павлодарская,2019,753347,,341.4,197
192,Павлодарская,2019,753516,,339.6,198
191,Павлодарская,2019,753684,,337.8,199
190,Павлодарская,2019,753853,,336.0,200
190,Республика Казахстан ,2019,18395567,,325.0,191
191,Республика Казахстан ,2019,18419188,,326.8,192
192,Республика Казахстан ,2019,18442809,,328.6,193
193,Республика Казахстан ,2019,18466430,,330.4,194
194,Республика Казахстан ,2019,18490051,,332.2,195
195,Республика Казахстан ,2019,18513673,,334.0,196
196,Республика Казахстан ,2019,18537294,,335.8,197
197,Республика Казахстан ,2019,18560915,,337.6,198
198,Республика Казахстан ,2019,18584536,,339.4,199
199,Республика Казахстан ,2019,18608157,,341.2,200
199,СКО,2019,549331,,353.2,191
198,СКО,2019,549907,,351.4,192
197,СКО,2019,550483,,349.6,193
196,СКО,2019,551059,,347.8,194
195,СКО,2019,551636,,346.0,195
194,СКО,2019,552212,,344.2,196
193,СКО,2019,552788,,342.4,197
192,СКО,2019,553364,,340.6,198
191,СКО,2019,553940,,338.8,199
190,СКО,2019,554517,,337.0,200
190,Туркестанская,2019,1983969,,338.0,191
191,Туркестанская,2019,1987175,,339.8,192
192,Туркестанская,2019,1990382,,341.6,193
193,Туркестанская,2019,1993589,,343.4,194
194,Туркестанская,2019,1996796,,345.2,195
195,Туркестанская,2019,2000003,,347.0,196
196,Туркестанская,2019,2003209,,348.8,197
197,Туркестанская,2019,2006416,,350.6,198
198,Туркестанская,2019,2009623,,352.4,199
199,Туркестанская,2019,2012830,,354.2,200
20,Шымкент,2019,1009085,,342.0,21
21,Шымкент,2019,1011991,,343.8,22
22,Шымкент,2019,1014898,,345.6,23
23,Шымкент,2019,1017805,,347.4,24
24,Шымкент,2019,1020711,,349.2,25
25,Шымкент,2019,1023618,,351.0,26
26,Шымкент,2019,1026525,,352.8,27
27,Шымкент,2019,1029431,,354.6,28
28,Шымкент,2019,1032338,,356.4,29
29,Шымкент,2019,1035245,,358.2,30
209,Акмолинская,2020,735682,,360.2,201
208,Акмолинская,2020,735799,,358.4,202
207,Акмолинская,2020,735916,,356.6,203
206,Акмолинская,2020,736033,,354.8,204
205,Акмолинская,2020,736150,,353.0,205
204,Акмолинская,2020,736267,,351.2,206
203,Акмолинская,2020,736384,,349.4,207
202,Акмолинская,2020,736501,,347.6,208
201,Акмолинская,2020,736618,,345.8,209
200,Акмолинская,2020,736735,,344.0,210
200,Актюбинская,2020,881651,,345.0,201
201,Актюбинская,2020,882919,,346.8,202
202,Актюбинская,2020,884187,,348.6,203
203,Актюбинская,2020,885455,,350.4,204
204,Актюбинская,2020,886723,,352.2,205
205,Актюбинская,2020,887992,,354.0,206
206,Актюбинская,2020,889260,,355.8,207
207,Актюбинская,2020,890528,,357.6,208
208,Актюбинская,2020,891796,,359.4,209
209,Актюбинская,2020,893064,,361.2,210
200,Алматинская,2020,2055724,,346.0,201
201,Алматинская,2020,2057948,,347.8,202
202,Алматинская,2020,2060172,,349.6,203
203,Алматинская,2020,2062396,,351.4,204
204,Алматинская,2020,2064621,,353.2,205
205,Алматинская,2020,2066845,,355.0,206
206,Алматинская,2020,2069069,,356.8,207
207,Алматинская,2020,2071294,,358.6,208
208,Алматинская,2020,2073518,,360.4,209
209,Алматинская,2020,2075742,,362.2,210
200,Алматы,2020,1916822,,359.0,201
201,Алматы,2020,1922865,,360.8,202
202,Алматы,2020,1928909,,362.6,203
203,Алматы,2020,1934952,,364.4,204
204,Алматы,2020,1940996,,366.2,205
205,Алматы,2020,1947040,,368.0,206
206,Алматы,2020,1953083,,369.8,207
207,Алматы,2020,1959127,,371.6,208
208,Алматы,2020,1965170,,373.4,209
209,Алматы,2020,1971214,,375.2,210
200,Астана,2020,1136156,,358.0,201
201,Астана,2020,1140981,,359.8,202
202,Астана,2020,1145807,,361.6,203
203,Астана,2020,1150632,,363.4,204
204,Астана,2020,1155458,,365.2,205
205,Астана,2020,1160283,,367.0,206
206,Астана,2020,1165109,,368.8,207
207,Астана,2020,1169934,,370.6,208
208,Астана,2020,1174760,,372.4,209
209,Астана,2020,1179585,,374.2,210
200,Атырауская,2020,645280,,347.0,201
201,Атырауская,2020,646463,,348.8,202
202,Атырауская,2020,647646,,350.6,203
203,Атырауская,2020,648829,,352.4,204
204,Атырауская,2020,650012,,354.2,205
205,Атырауская,2020,651195,,356.0,206
206,Атырауская,2020,652378,,357.8,207
207,Атырауская,2020,653561,,359.6,208
208,Атырауская,2020,654744,,361.4,209
209,Атырауская,2020,655927,,363.2,210
209,ВКО,2020,1364377,,373.2,201
208,ВКО,2020,1364957,,371.4,202
207,ВКО,2020,1365537,,369.6,203
206,ВКО,2020,1366117,,367.8,204
205,ВКО,2020,1366697,,366.0,205
204,ВКО,2020,1367277,,364.2,206
203,ВКО,2020,1367857,,362.4,207
202,ВКО,2020,1368437,,360.6,208
201,ВКО,2020,1369017,,358.8,209
200,ВКО,2020,1369597,,357.0,210
200,Жамбылская,2020,1130099,,349.0,201
201,Жамбылская,2020,1131008,,350.8,202
202,Жамбылская,2020,1131917,,352.6,203
203,Жамбылская,2020,1132826,,354.4,204
